,X.1,X,City,TotalDeaths,Massachusetts.Cities.by.Population.Rank,Population,County,Year,Deaths,DeathsPerCapita,TotalDeathsPerCapita
1,1,1,Abington,15,122,16396,Plymouth,2013,2,0.000121981,0.000914857
2,2,2,Acton,15,84,23777,Middlesex,2013,0,0,0.000630862
3,3,3,Acushnet,16,178,10544,Bristol,2013,0,0,0.001517451
4,4,4,Adams,7,204,8090,Berkshire,2013,1,0.000123609,0.000865266
5,5,5,Agawam,21,NA,28849,Hampden,2013,3,0.00010399,0.000727928
6,6,6,Alford,0,342,486,Berkshire,2013,0,0,0
7,7,7,Amesbury,27,NA,17457,Essex,2013,2,0.000114567,0.001546658
8,8,8,Amherst,10,40,40046,Hampshire,2013,2,4.99E-05,0.000249713
9,9,9,Andover,21,46,35937,Essex,2013,4,0.000111306,0.000584356
10,10,10,Aquinnah,2,345,327,Dukes,2013,0,0,0.006116208
11,11,11,Arlington,23,28,45510,Middlesex,2013,3,6.59E-05,0.000505383
12,12,12,Ashburnham,4,231,6304,Worcester,2013,0,0,0.000634518
13,13,13,Ashby,0,272,3223,Middlesex,2013,0,0,0
14,14,14,Ashfield,1,301,1733,Franklin,2013,0,0,0.000577034
15,15,15,Ashland,12,112,17706,Middlesex,2013,0,0,0.000677736
16,16,16,Athol,15,167,11711,Worcester,2013,2,0.00017078,0.001280847
17,17,17,Attleboro,77,29,44590,Bristol,2013,13,0.000291545,0.001726845
18,18,18,Auburn,11,119,16702,Worcester,2013,2,0.000119746,0.000658604
19,19,19,Avon,11,258,4496,Norfolk,2013,1,0.00022242,0.002446619
20,20,20,Ayer,11,201,8145,Middlesex,2013,1,0.000122775,0.001350522
21,21,21,Barnstable,66,NA,44163,Barnstable,2013,8,0.000181147,0.001494464
22,22,22,Barre,3,240,5569,Worcester,2013,0,0,0.000538696
23,23,23,Becket,0,302,1723,Berkshire,2013,0,0,0
24,24,24,Bedford,13,141,14197,Middlesex,2013,0,0,0.000915686
25,25,25,Belchertown,14,133,15100,Hampshire,2013,3,0.000198675,0.000927152
26,26,26,Bellingham,15,116,17093,Norfolk,2013,1,5.85E-05,0.000877552
27,27,27,Belmont,14,74,26458,Middlesex,2013,0,0,0.000529141
28,28,28,Berkley,11,223,6707,Bristol,2013,1,0.000149098,0.001640078
29,29,29,Berlin,1,273,3176,Worcester,2013,0,0,0.000314861
30,30,30,Bernardston,1,287,2111,Franklin,2013,0,0,0.000473709
31,31,31,Beverly,56,34,41816,Essex,2013,5,0.000119571,0.0013392
32,32,32,Billerica,59,31,43962,Middlesex,2013,4,9.10E-05,0.001342068
33,33,33,Blackstone,13,191,9304,Worcester,2013,0,0,0.001397248
34,34,34,Blandford,0,316,1260,Hampden,2013,0,0,0
35,35,35,Bolton,3,243,5283,Worcester,2013,0,0,0.000567859
36,36,36,Boston,730,1,685094,Suffolk,2013,87,0.00012699,0.001065547
37,37,37,Bourne,36,97,19879,Barnstable,2013,2,0.000100609,0.001810956
38,38,38,Boxborough,2,227,6401,Middlesex,2013,0,0,0.000312451
39,39,39,Boxford,4,198,8310,Essex,2013,0,0,0.000481348
40,40,40,Boylston,3,257,4634,Worcester,2013,0,0,0.000647389
41,41,41,Braintree,46,NA,37156,Norfolk,2013,4,0.000107654,0.001238023
42,42,42,Brewster,5,184,9836,Barnstable,2013,1,0.000101667,0.000508337
43,43,43,Bridgewater,39,71,27478,Plymouth,2013,5,0.000181964,0.001419317
44,44,44,Brimfield,2,264,3745,Hampden,2013,0,0,0.000534045
45,45,45,Brockton,193,6,95672,Plymouth,2013,27,0.000282214,0.002017309
46,46,46,Brookfield,6,268,3437,Worcester,2013,1,0.000290951,0.001745708
47,47,47,Brookline,13,19,59157,Norfolk,2013,1,1.69E-05,0.000219754
48,48,48,Buckland,2,294,1874,Franklin,2013,1,0.000533618,0.001067236
49,49,49,Burlington,25,72,27176,Middlesex,2013,3,0.000110392,0.000919929
50,50,50,Cambridge,65,4,113630,Middlesex,2013,6,5.28E-05,0.000572032
51,51,51,Canton,29,85,23444,Norfolk,2013,4,0.000170619,0.00123699
52,52,52,Carlisle,0,245,5235,Middlesex,2013,0,0,0
53,53,53,Carver,27,166,11715,Plymouth,2013,2,0.000170721,0.002304738
54,54,54,Charlemont,0,319,1240,Franklin,2013,0,0,0
55,55,55,Charlton,12,150,13571,Worcester,2013,1,7.37E-05,0.000884238
56,56,56,Chatham,4,233,6169,Barnstable,2013,0,0,0.000648403
57,57,57,Chelmsford,24,48,35099,Middlesex,2013,3,8.55E-05,0.00068378
58,58,58,Chelsea,60,39,40227,Suffolk,2013,7,0.000174012,0.001491536
59,59,59,Cheshire,1,275,3142,Berkshire,2013,0,0,0.000318269
60,60,60,Chester,1,312,1380,Hampden,2013,0,0,0.000724638
61,61,61,Chesterfield,0,317,1258,Hampshire,2013,0,0,0
62,62,62,Chicopee,79,23,55515,Hampden,2013,9,0.000162118,0.001423039
63,63,63,Chilmark,1,326,916,Dukes,2013,0,0,0.001091703
64,64,64,Clarksburg,2,304,1643,Berkshire,2013,1,0.000608643,0.001217285
65,65,65,Clinton,21,146,13963,Worcester,2013,2,0.000143236,0.001503975
66,66,66,Cohasset,6,197,8516,Norfolk,2013,0,0,0.000704556
67,67,67,Colrain,0,303,1665,Franklin,2013,0,0,0
68,68,68,Concord,2,98,19237,Middlesex,2013,0,0,0.000103966
69,69,69,Conway,0,293,1878,Franklin,2013,0,0,0
70,70,70,Cummington,0,329,881,Hampshire,2013,0,0,0
71,71,71,Dalton,1,224,6581,Berkshire,2013,0,0,0.000151953
72,72,72,Danvers,30,70,27558,Essex,2013,6,0.000217723,0.001088613
73,73,73,Dartmouth,26,49,34336,Bristol,2013,2,5.82E-05,0.000757223
74,74,74,Dedham,25,77,25364,Norfolk,2013,3,0.000118278,0.000985649
75,75,75,Deerfield,1,249,5026,Franklin,2013,0,0,0.000198965
76,76,76,Dennis,24,148,13917,Barnstable,2013,4,0.000287418,0.00172451
77,77,77,Dighton,5,212,7715,Bristol,2013,1,0.000129618,0.000648088
78,78,78,Douglas,6,193,8869,Worcester,2013,0,0,0.000676514
79,79,79,Dover,1,235,6041,Norfolk,2013,0,0,0.000165536
80,80,80,Dracut,31,53,31619,Middlesex,2013,6,0.000189759,0.000980423
81,81,81,Dudley,7,165,11768,Worcester,2013,3,0.000254929,0.000594833
82,82,82,Dunstable,2,269,3379,Middlesex,2013,1,0.000295946,0.000591891
83,83,83,Duxbury,7,127,15928,Plymouth,2013,0,0,0.000439478
84,84,84,East Bridgewater,13,138,14465,Plymouth,2013,4,0.00027653,0.000898721
85,85,85,East Brookfield,0,285,2195,Worcester,2013,0,0,0
86,86,86,East Longmeadow,12,123,16291,Hampden,2013,5,0.000306918,0.000736603
87,87,87,Eastham,10,251,4882,Barnstable,2013,2,0.000409668,0.002048341
88,88,88,Easthampton,18,NA,24984,Hampshire,2013,6,0.000240154,0.000720461
89,89,89,Easton,30,79,24984,Bristol,2013,2,8.01E-05,0.001200768
90,90,90,Edgartown,0,260,4321,Dukes,2013,0,0,0
91,91,91,Egremont,0,320,1205,Berkshire,2013,0,0,0
92,92,92,Erving,1,298,1767,Franklin,2013,1,0.000565931,0.000565931
93,93,93,Essex,1,263,3748,Essex,2013,0,0,0.000266809
94,94,94,Everett,90,27,46324,Middlesex,2013,5,0.000107935,0.001942837
95,95,95,Fairhaven,NA,125,16055,Bristol,2013,4,0.000249144,0.00156
96,96,96,Foxborough,13,113,17574,Norfolk,2013,1,5.69E-05,0.000739729
97,97,97,Framingham,53,14,72032,Middlesex,2013,4,5.55E-05,0.000735784
98,98,98,Franklin,23,NA,32996,Norfolk,2013,2,6.06E-05,0.000697054
99,99,99,Freetown,14,190,9339,Bristol,2013,0,0,0.00149909
100,100,100,Gardner,33,92,20640,Worcester,2013,4,0.000193798,0.001598837
101,101,101,Georgetown,9,196,8688,Essex,2013,1,0.000115101,0.001035912
102,102,102,Gill,2,309,1499,Franklin,2013,0,0,0.001334223
103,103,103,Gloucester,49,58,30172,Essex,2013,6,0.00019886,0.001624022
104,104,104,Goshen,1,322,1065,Hampshire,2013,0,0,0.000938967
105,105,105,Gosnold,0,350,76,Dukes,2013,0,0,0
106,106,106,Grafton,8,102,18761,Worcester,2013,3,0.000159906,0.000426417
107,107,107,Granby,7,228,6332,Hampshire,2013,2,0.000315856,0.001105496
108,108,108,Granville,0,306,1624,Hampden,2013,0,0,0
109,109,109,Great Barrington,2,220,6855,Berkshire,2013,0,0,0.000291758
110,110,110,Greenfield,27,NA,17456,Franklin,2013,5,0.000286434,0.001546746
111,111,111,Groton,3,170,11364,Middlesex,2013,1,8.80E-05,0.000263992
112,112,112,Groveland,4,221,6789,Essex,2013,1,0.000147297,0.000589188
113,113,113,Hadley,4,242,5335,Hampshire,2013,0,0,0.000749766
114,114,114,Halifax,8,209,7855,Plymouth,2013,5,0.000636537,0.00101846
115,115,115,Hamilton,5,207,8051,Essex,2013,1,0.000124208,0.000621041
116,116,116,Hampden,3,247,5196,Hampden,2013,0,0,0.000577367
117,117,117,Hancock,1,337,698,Berkshire,2013,0,0,0.001432665
118,118,118,Hanover,10,139,14444,Plymouth,2013,1,6.92E-05,0.000692329
119,119,119,Hanson,12,176,10777,Plymouth,2013,1,9.28E-05,0.001113482
120,120,120,Hardwick,4,276,3025,Worcester,2013,0,0,0.001322314
121,121,121,Harvard,1,225,6569,Worcester,2013,1,0.00015223,0.00015223
122,122,122,Harwich,11,161,12145,Barnstable,2013,2,0.000164677,0.000905723
123,123,123,Hatfield,7,270,3299,Hampshire,2013,3,0.000909366,0.002121855
124,124,124,Haverhill,138,15,63639,Essex,2013,8,0.000125709,0.002168482
125,125,125,Hawley,0,344,337,Franklin,2013,0,0,0
126,126,126,Heath,0,336,699,Franklin,2013,0,0,0
127,127,127,Hingham,3,86,23415,Plymouth,2013,1,4.27E-05,0.000128123
128,128,128,Hinsdale,5,290,1932,Berkshire,2013,0,0,0.002587992
129,129,129,Holbrook,22,174,11026,Norfolk,2013,4,0.000362779,0.001995284
130,130,130,Holden,15,100,18943,Worcester,2013,0,0,0.000791849
131,131,131,Holland,1,283,2496,Hampden,2013,0,0,0.000400641
132,132,132,Holliston,10,136,14753,Middlesex,2013,1,6.78E-05,0.000677828
133,133,133,Holyoke,48,38,40341,Hampden,2013,8,0.000198309,0.001189856
134,134,134,Hopedale,7,236,5976,Worcester,2013,0,0,0.001171352
135,135,135,Hopkinton,10,109,18035,Middlesex,2013,0,0,0.000554477
136,136,136,Hubbardston,6,254,4715,Worcester,2013,0,0,0.001272534
137,137,137,Hudson,15,95,19944,Middlesex,2013,1,5.01E-05,0.000752106
138,138,138,Hull,18,179,10449,Plymouth,2013,0,0,0.001722653
139,139,139,Huntington,0,286,2186,Hampshire,2013,0,0,0
140,140,140,Ipswich,14,144,13995,Essex,2013,1,7.15E-05,0.001000357
141,141,141,Kingston,12,151,13565,Plymouth,2013,0,0,0.00088463
142,142,142,Lakeville,7,168,11424,Plymouth,2013,1,8.75E-05,0.000612745
143,143,143,Lancaster,6,205,8074,Worcester,2013,0,0,0.000743126
144,144,144,Lanesborough,4,279,2965,Berkshire,2013,0,0,0.001349073
145,145,145,Lawrence,145,13,80162,Essex,2013,10,0.000124747,0.001808837
146,146,146,Lee,8,238,5725,Berkshire,2013,0,0,0.00139738
147,147,147,Leicester,11,169,11373,Worcester,2013,2,0.000175855,0.000967203
148,148,148,Lenox,3,250,4957,Berkshire,2013,1,0.000201735,0.000605205
149,149,149,Leominster,52,36,41615,Worcester,2013,6,0.000144179,0.001249549
150,150,150,Leverett,1,295,1853,Franklin,2013,0,0,0.000539665
151,151,151,Lexington,8,51,33727,Middlesex,2013,1,2.96E-05,0.000237199
152,152,152,Leyden,0,335,715,Franklin,2013,0,0,0
153,153,153,Lincoln,1,222,6781,Middlesex,2013,0,0,0.000147471
154,154,154,Littleton,3,181,10115,Middlesex,2013,0,0,0.000296589
155,155,155,Longmeadow,6,129,15864,Hampden,2013,3,0.000189107,0.000378215
156,156,156,Lowell,246,5,111346,Middlesex,2013,25,0.000224525,0.002209329
157,157,157,Ludlow,18,91,21502,Hampden,2013,2,9.30E-05,0.000837131
158,158,158,Lunenburg,11,171,11312,Worcester,2013,3,0.000265205,0.000972419
159,159,159,Lynn,221,9,94063,Essex,2013,25,0.000265779,0.002349489
160,160,160,Lynnfield,7,154,12942,Essex,2013,0,0,0.000540875
161,161,161,Malden,82,17,61246,Middlesex,2013,12,0.000195931,0.001338863
162,162,162,Manchester,2,NA,5393,Essex,2013,0,0,0.000370851
163,163,163,Mansfield,25,82,23946,Bristol,2013,4,0.000167043,0.001044016
164,164,164,Marblehead,12,93,20554,Essex,2013,2,9.73E-05,0.000583828
165,165,165,Marion,4,248,5107,Plymouth,2013,0,0,0.000783239
166,166,166,Marlborough,29,41,39873,Middlesex,2013,3,7.52E-05,0.000727309
167,167,167,Marshfield,32,76,25836,Plymouth,2013,4,0.000154823,0.001238582
168,168,168,Mashpee,27,142,14191,Barnstable,2013,5,0.000352336,0.001902614
169,169,169,Mattapoisett,5,229,6330,Plymouth,2013,0,0,0.000789889
170,170,170,Maynard,7,177,10665,Middlesex,2013,0,0,0.000656353
171,171,171,Medfield,1,155,12845,Norfolk,2013,0,0,7.79E-05
172,172,172,Medford,78,20,57797,Middlesex,2013,9,0.000155717,0.001349551
173,173,173,Medway,5,152,13329,Norfolk,2013,1,7.50E-05,0.000375122
174,174,174,Melrose,31,67,28367,Middlesex,2013,5,0.000176261,0.001092819
175,175,175,Mendon,3,234,6094,Worcester,2013,2,0.000328192,0.000492287
176,176,176,Merrimac,5,219,6913,Essex,2013,1,0.000144655,0.000723275
177,177,177,Methuen,60,NA,50259,Essex,2013,6,0.000119382,0.001193816
178,178,178,Middleborough,41,80,24873,Plymouth,2013,6,0.000241225,0.001648374
179,179,179,Middlefield,0,NA,536,Hampshire,2013,0,0,0
180,180,180,Middleton,11,182,9861,Essex,2013,0,0,0.001115506
181,181,181,Milford,26,62,28933,Worcester,2013,2,6.91E-05,0.000898628
182,182,182,Millbury,21,149,13733,Worcester,2013,2,0.000145635,0.001529163
183,183,183,Millis,8,200,8216,Norfolk,2013,1,0.000121714,0.00097371
184,184,184,Millville,1,271,3252,Worcester,2013,0,0,0.000307503
185,185,185,Milton,12,69,27575,Norfolk,2013,0,0,0.000435177
186,186,186,Monroe,0,349,118,Franklin,2013,0,0,0
187,187,187,Monson,6,194,8836,Hampden,2013,2,0.000226347,0.00067904
188,188,188,Montague,8,199,8259,Franklin,2013,0,0,0.00096864
189,189,189,Monterey,0,325,936,Berkshire,2013,0,0,0
190,190,190,Montgomery,1,331,864,Hampden,2013,0,0,0.001157407
191,191,191,Mount Washington,0,348,158,Berkshire,2013,0,0,0
192,192,192,Nahant,3,266,3502,Essex,2013,0,0,0.000856653
193,193,193,Nantucket,8,172,11229,Nantucket,2013,1,8.91E-05,0.000712441
194,194,194,Natick,25,45,36246,Middlesex,2013,3,8.28E-05,0.000689731
195,195,195,Needham,3,57,30999,Norfolk,2013,0,0,9.68E-05
196,196,196,New Ashford,1,347,223,Berkshire,2013,0,0,0.004484305
197,197,197,New Bedford,212,7,95120,Bristol,2013,29,0.000304878,0.002228764
198,198,198,New Braintree,0,323,1025,Worcester,2013,0,0,0
199,199,199,New Marlborough,1,310,1458,Berkshire,2013,0,0,0.000685871
200,200,200,New Salem,1,324,1017,Franklin,2013,0,0,0.000983284
201,201,201,Newbury,6,218,7079,Essex,2013,1,0.000141263,0.000847577
202,202,202,Newburyport,18,108,18060,Essex,2013,2,0.000110742,0.000996678
203,203,203,Newton,40,11,88994,Middlesex,2013,2,2.25E-05,0.000449469
204,204,204,Norfolk,6,164,11793,Norfolk,2013,0,0,0.000508776
205,205,205,North Adams,23,153,12970,Berkshire,2013,1,7.71E-05,0.001773323
206,206,206,North Andover,15,56,31013,Essex,2013,1,3.22E-05,0.000483668
207,207,207,North Attleboro,36,NA,29153,Bristol,2013,5,0.000171509,0.001234864
208,208,208,North Brookfield,5,253,4793,Worcester,2013,0,0,0.001043188
209,209,209,North Reading,12,130,15735,Middlesex,2013,1,6.36E-05,0.000762631
210,210,210,Northampton,33,65,28593,Hampshire,2013,4,0.000139894,0.001154129
211,211,211,Northborough,5,134,15033,Worcester,2013,0,0,0.000332602
212,212,212,Northbridge,12,120,16630,Worcester,2013,1,6.01E-05,0.000721587
213,213,213,Northfield,1,277,2988,Franklin,2013,0,0,0.000334672
214,214,214,Norton,22,96,19882,Bristol,2013,4,0.000201187,0.001106529
215,215,215,Norwell,11,173,11067,Plymouth,2013,1,9.04E-05,0.000993946
216,216,216,Norwood,28,60,29195,Norfolk,2013,2,6.85E-05,0.000959068
217,217,217,Oak Bluffs,7,255,4678,Dukes,2013,1,0.000213767,0.001496366
218,218,218,Oakham,0,289,1946,Worcester,2013,0,0,0
219,219,219,Orange,9,214,7651,Franklin,2013,2,0.000261404,0.001176317
220,220,220,Orleans,3,237,5820,Barnstable,2013,1,0.000171821,0.000515464
221,221,221,Otis,1,308,1549,Berkshire,2013,0,0,0.000645578
222,222,222,Oxford,21,145,13980,Worcester,2013,1,7.15E-05,0.001502146
223,223,223,Palmer,9,NA,21140,Hampden,2013,1,4.73E-05,0.000425733
224,224,224,Paxton,3,252,4881,Worcester,2013,1,0.000204876,0.000614628
225,225,225,Peabody,71,25,52987,Essex,2013,12,0.000226471,0.001339951
226,226,226,Pelham,0,313,1325,Hampshire,2013,0,0,0
227,227,227,Pembroke,24,105,18377,Plymouth,2013,1,5.44E-05,0.00130598
228,228,228,Pepperell,10,160,12146,Middlesex,2013,1,8.23E-05,0.000823316
229,229,229,Peru,1,332,837,Berkshire,2013,0,0,0.001194743
230,230,230,Petersham,1,318,1250,Worcester,2013,1,8.00E-04,8.00E-04
231,231,231,Phillipston,0,300,1744,Worcester,2013,0,0,0
232,232,232,Pittsfield,76,33,42591,Berkshire,2013,15,0.000352187,0.001784415
233,233,233,Plainfield,0,339,662,Hampshire,2013,0,0,0
234,234,234,Plainville,13,192,9154,Norfolk,2013,1,0.000109242,0.001420144
235,235,235,Plymouth,91,18,59885,Plymouth,2013,6,0.000100192,0.001519579
236,236,236,Plympton,3,278,2971,Plymouth,2013,0,0,0.001009761
237,237,237,Princeton,4,267,3454,Worcester,2013,1,0.000289519,0.001158078
238,238,238,Provincetown,1,280,2959,Barnstable,2013,0,0,0.000337952
239,239,239,Quincy,196,8,94166,Norfolk,2013,26,0.000276108,0.002081431
240,240,240,Randolph,41,50,34272,Norfolk,2013,5,0.000145892,0.001196312
241,241,241,Raynham,17,140,14203,Bristol,2013,2,0.000140815,0.00119693
242,242,242,Reading,17,75,26106,Middlesex,2013,1,3.83E-05,0.000651191
243,243,243,Rehoboth,4,158,12188,Bristol,2013,0,0,0.000328192
244,244,244,Revere,110,24,53993,Suffolk,2013,15,0.000277814,0.002037301
245,245,245,Richmond,1,311,1412,Berkshire,2013,1,0.000708215,0.000708215
246,246,246,Rochester,3,239,5575,Plymouth,2013,0,0,0.000538117
247,247,247,Rockland,55,110,17957,Plymouth,2013,3,0.000167066,0.003062872
248,248,248,Rockport,9,215,7246,Essex,2013,1,0.000138007,0.001242065
249,249,249,Rowe,0,343,388,Franklin,2013,0,0,0
250,250,250,Rowley,5,230,6325,Essex,2013,2,0.000316206,0.000790514
251,251,251,Royalston,3,314,1272,Worcester,2013,2,0.001572327,0.002358491
252,252,252,Russell,0,297,1793,Hampden,2013,0,0,0
253,253,253,Rutland,5,195,8700,Worcester,2013,0,0,0.000574713
254,254,254,Salem,74,32,43415,Essex,2013,7,0.000161235,0.00170448
255,255,255,Salisbury,31,189,9400,Essex,2013,1,0.000106383,0.003297872
256,256,256,Sandisfield,0,327,893,Berkshire,2013,0,0,0
257,257,257,Sandwich,14,94,20303,Barnstable,2013,2,9.85E-05,0.000689553
258,258,258,Saugus,46,68,28251,Essex,2013,7,0.000247779,0.001628261
259,259,259,Savoy,0,338,680,Berkshire,2013,0,0,0
260,260,260,Scituate,17,103,18688,Plymouth,2013,2,0.000107021,0.000909675
261,261,261,Seekonk,10,131,15548,Bristol,2013,0,0,0.00064317
262,262,262,Sharon,10,106,18277,Norfolk,2013,3,0.000164141,0.000547136
263,263,263,Sheffield,1,274,3149,Berkshire,2013,0,0,0.000317561
264,264,264,Shelburne,3,296,1848,Franklin,2013,0,0,0.001623377
265,265,265,Sherborn,4,259,4323,Middlesex,2013,0,0,0.000925283
266,266,266,Shirley,7,213,7672,Middlesex,2013,0,0,0.000912409
267,267,267,Shrewsbury,24,43,37387,Worcester,2013,6,0.000160484,0.000641934
268,268,268,Shutesbury,0,299,1754,Franklin,2013,0,0,0
269,269,269,Somerset,17,107,18176,Bristol,2013,1,5.50E-05,0.000935299
270,270,270,Somerville,81,12,81360,Middlesex,2013,11,0.000135202,0.000995575
271,271,271,South Hadley,13,111,17791,Hampshire,2013,4,0.000224833,0.000730707
272,272,272,Southampton,5,232,6196,Hampshire,2013,1,0.000161394,0.000806972
273,273,273,Southborough,1,180,10136,Worcester,2013,0,0,9.87E-05
274,274,274,Southbridge,28,NA,16911,Worcester,2013,2,0.000118266,0.001655727
275,275,275,Southwick,8,185,9758,Hampden,2013,0,0,0.00081984
276,276,276,Spencer,22,162,11954,Worcester,2013,1,8.37E-05,0.001840388
277,277,277,Springfield,163,3,154758,Hampden,2013,22,0.000142157,0.001053257
278,278,278,Sterling,4,203,8136,Worcester,2013,1,0.000122911,0.000491642
279,279,279,Stockbridge,2,291,1906,Berkshire,2013,1,0.000524659,0.001049318
280,280,280,Stoneham,27,90,22036,Middlesex,2013,2,9.08E-05,0.001225268
281,281,281,Stoughton,49,66,28528,Norfolk,2013,7,0.000245373,0.001717611
282,282,282,Stow,3,217,7102,Middlesex,2013,0,0,0.000422416
283,283,283,Sturbridge,10,186,9584,Worcester,2013,1,0.000104341,0.001043406
284,284,284,Sudbury,0,101,18867,Middlesex,2013,0,0,0
285,285,285,Sunderland,3,265,3644,Franklin,2013,1,0.000274424,0.000823271
286,286,286,Sutton,1,188,9458,Worcester,2013,0,0,0.000105731
287,287,287,Swampscott,15,132,15177,Essex,2013,4,0.000263557,0.000988338
288,288,288,Swansea,15,121,16528,Bristol,2013,4,0.000242014,0.000907551
289,289,289,Taunton,106,21,57139,Bristol,2013,13,0.000227515,0.001855125
290,290,290,Templeton,12,202,8138,Worcester,2013,1,0.00012288,0.001474564
291,291,291,Tewksbury,40,54,31247,Middlesex,2013,1,3.20E-05,0.001280123
292,292,292,Tisbury,6,261,4109,Dukes,2013,0,0,0.001460209
293,293,293,Tolland,0,341,500,Hampden,2013,0,0,0
294,294,294,Topsfield,4,226,6560,Essex,2013,1,0.000152439,0.000609756
295,295,295,Townsend,13,187,9522,Middlesex,2013,4,0.00042008,0.001365259
296,296,296,Truro,1,288,2004,Barnstable,2013,0,0,0.000499002
297,297,297,Tyngsborough,11,156,12357,Middlesex,2013,1,8.09E-05,0.000890184
298,298,298,Tyringham,1,346,319,Berkshire,2013,0,0,0.003134796
299,299,299,Upton,4,208,7926,Worcester,2013,1,0.000126167,0.000504668
300,300,300,Uxbridge,9,143,13997,Worcester,2013,3,0.000214332,0.000642995
301,301,301,Wakefield,37,73,27157,Middlesex,2013,8,0.000294583,0.001362448
302,302,302,Wales,1,292,1892,Hampden,2013,0,0,0.000528541
303,303,303,Walpole,19,78,25073,Norfolk,2013,3,0.000119651,0.000757787
304,304,304,Waltham,61,16,62442,Middlesex,2013,9,0.000144134,0.000976907
305,305,305,Ware,21,183,9853,Hampshire,2013,4,0.000405968,0.002131331
306,306,306,Wareham,57,89,22640,Plymouth,2013,9,0.000397527,0.002517668
307,307,307,Warren,6,246,5218,Worcester,2013,1,0.000191644,0.001149866
308,308,308,Warwick,1,333,762,Franklin,2013,0,0,0.001312336
309,309,309,Washington,0,NA,536,Berkshire,2013,0,0,0
310,310,310,Watertown,39,NA,35756,Middlesex,2013,7,0.000195771,0.001090726
311,311,311,Wayland,6,147,13954,Middlesex,2013,0,0,0.000429984
312,312,312,Webster,29,117,17020,Worcester,2013,3,0.000176263,0.001703878
313,313,313,Wellesley,4,59,29479,Norfolk,2013,0,0,0.00013569
314,314,314,Wellfleet,4,282,2736,Barnstable,2013,1,0.000365497,0.001461988
315,315,315,Wendell,0,328,883,Franklin,2013,0,0,0
316,316,316,Wenham,4,244,5246,Essex,2013,1,0.000190621,0.000762486
317,317,317,West Boylston,8,206,8056,Worcester,2013,1,0.000124131,0.000993049
318,318,318,West Bridgewater,12,216,7231,Plymouth,2013,2,0.000276587,0.001659522
319,319,319,West Brookfield,4,262,3779,Worcester,2013,1,0.00026462,0.001058481
320,320,320,West Newbury,0,256,4637,Essex,2013,0,0,0
321,321,321,West Springfield,39,NA,28704,Hampden,2013,7,0.000243868,0.001358696
322,322,322,West Stockbridge,1,315,1267,Berkshire,2013,0,0,0.000789266
323,323,323,West Tisbury,2,281,2898,Dukes,2013,0,0,0.000690131
324,324,324,Westborough,11,99,19109,Worcester,2013,0,0,0.000575645
325,325,325,Westfield,47,35,41700,Hampden,2013,7,0.000167866,0.001127098
326,326,326,Westford,12,81,24310,Middlesex,2013,0,0,0.000493624
327,327,327,Westhampton,0,305,1641,Hampshire,2013,0,0,0
328,328,328,Westminster,3,211,7766,Worcester,2013,0,0,0.000386299
329,329,329,Weston,4,159,12150,Middlesex,2013,1,8.23E-05,0.000329218
330,330,330,Westport,18,128,15910,Bristol,2013,2,0.000125707,0.001131364
331,331,331,Westwood,8,124,16056,Norfolk,2013,0,0,0.000498256
332,332,332,Weymouth,122,NA,56664,Norfolk,2013,13,0.000229423,0.002153042
333,333,333,Whately,0,307,1551,Franklin,2013,0,0,0
334,334,334,Whitman,23,135,15022,Plymouth,2013,3,0.000199707,0.001531088
335,335,335,Wilbraham,3,137,14671,Hampden,2013,0,0,0.000204485
336,336,336,Williamsburg,2,284,2492,Hampshire,2013,1,0.000401284,0.000802568
337,337,337,Williamstown,3,210,7835,Berkshire,2013,1,0.000127632,0.000382897
338,338,338,Wilmington,24,83,23803,Middlesex,2013,3,0.000126035,0.001008276
339,339,339,Winchendon,9,175,10862,Worcester,2013,1,9.21E-05,0.000828577
340,340,340,Winchester,9,88,22838,Middlesex,2013,0,0,0.00039408
341,341,341,Windsor,0,330,873,Berkshire,2013,0,0,0
342,342,342,Winthrop,26,NA,18625,Suffolk,2013,2,0.000107383,0.001395973
343,343,343,Woburn,50,42,39701,Middlesex,2013,6,0.00015113,0.001259414
344,344,344,Worcester,334,2,185677,Worcester,2013,43,0.000231585,0.001798823
345,345,345,Worthington,0,321,1193,Hampshire,2013,0,0,0
346,346,346,Wrentham,13,163,11838,Norfolk,2013,0,0,0.001098158
347,347,347,Yarmouth,38,87,23339,Barnstable,2013,8,0.000342774,0.001628176
348,348,348,Unknown,4,NA,NA,NA,2013,0,NA,NA
349,349,349,Abington,15,122,16396,Plymouth,2014,2,0.000121981,0.000914857
350,350,350,Acton,15,84,23777,Middlesex,2014,3,0.000126172,0.000630862
351,351,351,Acushnet,16,178,10544,Bristol,2014,1,9.48E-05,0.001517451
352,352,352,Adams,7,204,8090,Berkshire,2014,2,0.000247219,0.000865266
353,353,353,Agawam,21,NA,28849,Hampden,2014,3,0.00010399,0.000727928
354,354,354,Alford,0,342,486,Berkshire,2014,0,0,0
355,355,355,Amesbury,27,NA,17457,Essex,2014,1,5.73E-05,0.001546658
356,356,356,Amherst,10,40,40046,Hampshire,2014,2,4.99E-05,0.000249713
357,357,357,Andover,21,46,35937,Essex,2014,6,0.000166959,0.000584356
358,358,358,Aquinnah,2,345,327,Dukes,2014,1,0.003058104,0.006116208
359,359,359,Arlington,23,28,45510,Middlesex,2014,5,0.000109866,0.000505383
